id,gov_delivery_id,title
4767,UKGOVUK_8768,The Rt Hon Alan Duncan MP
4768,UKGOVUK_10040,The Rt Hon Alan Milburn
4769,UKGOVUK_10127,Alex Ellis
4770,UKGOVUK_12926,Alison Blackburne
4771,UKGOVUK_29932,Alison  Blake
4772,UKGOVUK_10110,Alistair Burt MP
4773,UKGOVUK_10085,The Rt Hon Alistair  Carmichael MP
4774,UKGOVUK_31850,Alok Sharma MP
4775,UKGOVUK_34673,The Rt Hon Alun Cairns  MP
4776,UKGOVUK_34812,Amanda Spielman
4777,UKGOVUK_12570,Amber Rudd MP
4778,UKGOVUK_33071,Dr Andrea Coscelli
2672,UKGOVUK_34796,Announcements related to Government Planning Inspectors
8411,UKGOVUK_35195,Further education provider performance measures
2677,UKGOVUK_34797,Announcements related to Government Planning Profession
4779,UKGOVUK_11580,Andrea Leadsom MP
4780,UKGOVUK_10157,Andrew James Sparkes CMG
4781,UKGOVUK_26034,Andrew Jones MP
4782,UKGOVUK_29999,Andrew McAllister
4783,UKGOVUK_10165,The Rt Hon Andrew Mitchell MP
4784,UKGOVUK_10076,Dr Andrew Murrison MP
4785,UKGOVUK_33153,Andrew Percy MP
4786,UKGOVUK_28848,Air Chief Marshal Sir Andrew Pulford KCB CBE ADC RAF
4787,UKGOVUK_10084,The Rt Hon Andrew Robathan MP
4788,UKGOVUK_17824,Andrew Sells
4789,UKGOVUK_17787,Andrew Selous MP
4790,UKGOVUK_17600,The Rt Hon Baroness Anelay of St Johns DBE
4791,UKGOVUK_8985,Anna Soubry MP
4792,UKGOVUK_12171,Asif Ahmad
4793,UKGOVUK_25965,Barbara Woodward CMG OBE
4794,UKGOVUK_31139,Baroness Joanna Shields
4795,UKGOVUK_12664,Baroness Neville-Rolfe DBE CMG
4796,UKGOVUK_16181,Baroness Northover
4797,UKGOVUK_27706,Baroness Shields
4798,UKGOVUK_10033,Baroness Stowell of Beeston MBE
4799,UKGOVUK_10030,The Rt Hon Baroness Warsi
4800,UKGOVUK_29613,Ben Gummer MP
4801,UKGOVUK_31130,Ben Wallace MP
4802,UKGOVUK_10156,Bharat Joshi
4803,UKGOVUK_31744,Boris  Johnson MP
4804,UKGOVUK_10031,Brandon Lewis MP
4805,UKGOVUK_12935,Brooks Newmark
4806,UKGOVUK_17908,Bruce  Bucknell
4807,UKGOVUK_23337,Caroline Dinenage MP
4808,UKGOVUK_10199,Caroline Wilson
4809,UKGOVUK_34745,HMA Catriona Laing CB
4810,UKGOVUK_10079,The Rt Hon Chris Grayling MP
4811,UKGOVUK_10141,The Rt Hon Chris Huhne MP
4812,UKGOVUK_33361,Chris Skidmore MP
4813,UKGOVUK_10115,Chris Brown
4814,UKGOVUK_8841,Dr Christian Turner
4815,UKGOVUK_10192,Christopher Stuart
4816,UKGOVUK_12784,Claire Perry  MP
4817,UKGOVUK_10114,Dame Nicola Brewer
4818,UKGOVUK_10072,The Rt Hon Damian Green MP
4819,UKGOVUK_28154,Damian Hinds MP
4820,UKGOVUK_8716,Dan Rogerson MP
4821,UKGOVUK_10056,Dr Daniel Poulter MP
4822,UKGOVUK_8629,The Rt Hon Danny Alexander MP
4823,UKGOVUK_27826,David Belgrove OBE
4824,UKGOVUK_8547,The Rt Hon David Cameron MP
2739,UKGOVUK_26361,"Announcements related to Department for Business, Energy & Industrial Strategy and Community and society"
4825,UKGOVUK_12967,David Campbell
4826,UKGOVUK_32448,The Rt Hon David Davis MP
4827,UKGOVUK_26908,David Evennett MP
4828,UKGOVUK_10068,David Gauke MP
4829,UKGOVUK_10087,The Rt Hon David Jones MP
4830,UKGOVUK_30862,Sir David King
4831,UKGOVUK_10010,The Rt Hon David Laws MP
4832,UKGOVUK_10062,The Rt Hon David Lidington MP
4833,UKGOVUK_34750,David Mowat MP
4834,UKGOVUK_10086,The Rt Hon David Mundell MP
4835,UKGOVUK_33258,Lord Prior of Brampton
4836,UKGOVUK_10186,Sir David Reddaway CMG MBE
4837,UKGOVUK_8705,The Rt Hon David Willetts MP
4838,UKGOVUK_13081,The Rt Hon Desmond  Swayne TD MP
4839,UKGOVUK_10169,Dianna Patricia Melrose
4840,UKGOVUK_31864,Sir Dominic Asquith KCMG
4841,UKGOVUK_29271,Dominic  McAllister
4842,UKGOVUK_30689,Dominic Raab MP
4843,UKGOVUK_10101,The Rt Hon Don Foster MP
4844,UKGOVUK_33014,Duncan Norman MBE
4845,UKGOVUK_10036,Ed Vaizey MP
4846,UKGOVUK_8664,The Rt Hon Edward Davey MP
4847,UKGOVUK_10038,Edward Timpson MP
4848,UKGOVUK_33321,Eleanor  Schooling CBE
4849,UKGOVUK_34343,Elizabeth  Carriere
4850,UKGOVUK_10029,The Rt Hon Eric Pickles MP
4851,UKGOVUK_10051,Esther McVey MP
4852,UKGOVUK_12350,Dr Felicity Harvey CBE
4853,UKGOVUK_32721,Dame Fiona Caldicott
4854,UKGOVUK_17954,Fiona Clouder
4855,UKGOVUK_10008,The Rt Hon Francis Maude MP
4856,UKGOVUK_31823,Gavin Barwell MP
4857,UKGOVUK_31261,Lord Bridges of Headley
4858,UKGOVUK_34826,George Eustice MP
4859,UKGOVUK_12764,George  Freeman  MP
4860,UKGOVUK_10066,The Rt Hon George Osborne MP
4861,UKGOVUK_27425,Admiral Sir George   Zambellas KCB DSC ADC
4862,UKGOVUK_10143,Gerald Howarth MP
4863,UKGOVUK_29981,Graham Zebedee
4864,UKGOVUK_10015,The Rt Hon Grant Shapps MP
4865,UKGOVUK_10011,The Rt Hon Greg Clark MP
4866,UKGOVUK_10125,Ambassador  Greg  Dorey
4867,UKGOVUK_26141,The Rt Hon Greg Hands MP
4868,UKGOVUK_10982,The Rt Hon Gregory Barker MP
4869,UKGOVUK_31763,Guto Bebb MP
4870,UKGOVUK_26868,Harriett Baldwin MP
4871,UKGOVUK_10049,Sir Howard Davies
2770,UKGOVUK_31620,"Announcements related to Ministry of Housing, Communities & Local Government and Borders and immigration"
2871,UKGOVUK_17119,Announcements related to Department for Education and Skills
4872,UKGOVUK_32221,Howard  Drake OBE
4873,UKGOVUK_10063,The Rt Hon Hugh Robertson MP
4874,UKGOVUK_31725,Hugo Shorter
4875,UKGOVUK_8630,The Rt Hon Hugo Swire MP
4876,UKGOVUK_8936,The Rt Hon Iain Duncan Smith MP
4877,UKGOVUK_10163,Iain Lindsay OBE
4878,UKGOVUK_10132,Ian Felton
4880,UKGOVUK_10024,Lord  Livingston
4881,UKGOVUK_8963,Mr Ian Whitting  OBE
4882,UKGOVUK_8888,James Brokenshire MP
4883,UKGOVUK_10116,Sir James David Bevan KCMG
4884,UKGOVUK_12766,James Duddridge MP
4885,UKGOVUK_8723,James Thornton
4886,UKGOVUK_26262,James Wharton MP
4887,UKGOVUK_10058,Jane Ellison MP
4888,UKGOVUK_10095,Jennie Granger
4889,UKGOVUK_8966,Jenny Willott MP
4890,UKGOVUK_8556,The Rt Hon Jeremy Hunt MP
4891,UKGOVUK_32570,Jesse Norman MP
4892,UKGOVUK_33559,Jim Harra
4893,UKGOVUK_33787,Jim McAlpine
4894,UKGOVUK_27216,Lord O’Neill of Gatley
4895,UKGOVUK_34723,Jo  Johnson MP
4896,UKGOVUK_10026,Jo Swinson  MP (on maternity leave)
4897,UKGOVUK_8661,Sir John Jenkins
4898,UKGOVUK_32599,John Kittmer
4899,UKGOVUK_28994,John Manzoni
4900,UKGOVUK_10103,John Penrose MP
4902,UKGOVUK_26330,The Rt Hon John Whittingdale  MP
4903,UKGOVUK_27967,Jon  Benjamin
4905,UKGOVUK_10106,Jonathan Allen
4907,UKGOVUK_12666,Julian Brazier  MP
4909,UKGOVUK_10042,The Rt Hon Justine Greening MP
4911,UKGOVUK_10182,Karen Pierce
4912,UKGOVUK_10014,The Rt Hon Kenneth Clarke QC MP
4913,UKGOVUK_31851,Kevin Gallagher
4914,UKGOVUK_8537,Kris Hopkins MP
4915,UKGOVUK_34688,The Rt Hon Liam Fox MP
4917,UKGOVUK_13008,Lord Ahmad of Wimbledon
4918,UKGOVUK_33819,Lord Ashton  of Hyde
4919,UKGOVUK_10077,Lord Astor of Hever DL
4920,UKGOVUK_26455,The Rt Hon Lord Bates
4921,UKGOVUK_22950,Lord Bourne   of Aberystwyth
4922,UKGOVUK_11390,Lord Edward Faulks QC
4923,UKGOVUK_10137,Lord Green MP
4924,UKGOVUK_10057,The Rt Hon Earl Howe
4925,UKGOVUK_8604,Lord Nash
2768,UKGOVUK_2492,"All announcements about all topics by Ministry of Housing, Communities & Local Government"
2769,UKGOVUK_34921,"Announcements related to Ministry of Housing, Communities & Local Government and Arts and culture"
4926,UKGOVUK_10071,Lord Taylor of Holbeach CBE
4927,UKGOVUK_21506,Lorna Fitzjohn
4929,UKGOVUK_10043,Lynne Featherstone MP
4930,UKGOVUK_30137,Marcine Waterman
4931,UKGOVUK_27202,Marcus Jones MP
4932,UKGOVUK_31872,Margot James MP
4933,UKGOVUK_10035,The Rt Hon Maria Miller MP
4934,UKGOVUK_8986,The Rt Hon Mark Francois MP
4935,UKGOVUK_10164,William Longhurst
4937,UKGOVUK_10158,Mark  Kent
4938,UKGOVUK_23362,Mark Lancaster TD MP
4939,UKGOVUK_10044,Mark Lowcock
4941,UKGOVUK_30861,Lord Price CVO
4942,UKGOVUK_26371,Mark Sedwill
4943,UKGOVUK_10064,Mark Simmonds  MP
4944,UKGOVUK_8760,Professor Sir Mark Walport
4945,UKGOVUK_29058,Matthew Coffey
4946,UKGOVUK_8501,Matthew Hancock MP
4948,UKGOVUK_26884,Her Excellency Menna Rawlings CMG
4949,UKGOVUK_34728,The Rt Hon Sir Michael  Fallon MP
4950,UKGOVUK_8605,The Rt Hon Michael Gove MP
4952,UKGOVUK_18801,Sir Michael Wilshaw
4953,UKGOVUK_8626,Mike Penning MP
4956,UKGOVUK_10119,Nicholas  Cannon  OBE
4959,UKGOVUK_8861,The Rt Hon Nick Clegg MP
4960,UKGOVUK_34699,The Rt Hon Nick Gibb MP
4961,UKGOVUK_10012,Nick Hurd MP
4963,UKGOVUK_29011,Nicola Bolton
4965,UKGOVUK_10073,Norman Baker MP
4966,UKGOVUK_10055,Norman Lamb MP
4967,UKGOVUK_10009,The Rt Hon Oliver Letwin MP
4968,UKGOVUK_8532,The Rt Hon Owen Paterson MP
4970,UKGOVUK_26494,Lord Paul Bew
4971,UKGOVUK_20247,Paul Brummell
4972,UKGOVUK_10069,Lord Deighton
4973,UKGOVUK_11884,Paul Johnston
4974,UKGOVUK_32615,Paul Maynard MP
4975,UKGOVUK_33751,Paul Rennie OBE
4976,UKGOVUK_33303,Paul Thomas Arkwright
4977,UKGOVUK_17911,Paula Sussex
4978,UKGOVUK_12633,Penny Mordaunt MP
4979,UKGOVUK_33330,Pete Vowles
4980,UKGOVUK_10118,Peter Beckingham
4981,UKGOVUK_31347,Mr Peter  West
4982,UKGOVUK_10198,"Sir  Peter Westmacott KCMG, LVO"
8404,UKGOVUK_35188,"Cma cases with the following case types: competition disqualification, markets, mergers, consumer enforcement, regulatory references and appeals, and reviews of orders and undertakings"
2845,UKGOVUK_12366,"Announcements related to Department for Education, Employment and Zambia"
4983,UKGOVUK_8917,Peter  Wilson CMG
4985,UKGOVUK_13083,Phil  Evans
4987,UKGOVUK_10074,The Rt Hon Philip Hammond MP
4988,UKGOVUK_10184,Philip Parham
4989,UKGOVUK_32805,Dr Phillip Lee MP
4990,UKGOVUK_20607,Priti Patel MP
4991,UKGOVUK_13346,Ray  Kyles
4992,UKGOVUK_28220,Richard  Harrington
4993,UKGOVUK_27999,Lord Keen of Elie QC
4994,UKGOVUK_13669,Rob Wilson MP
4995,UKGOVUK_12520,Robert Buckland
4996,UKGOVUK_10048,Robert Goodwill MP
4997,UKGOVUK_32581,The Rt Hon Robert Halfon MP
4998,UKGOVUK_10140,Robert W Gibson CMG
4999,UKGOVUK_22990,Professor Robin Grimes
5000,UKGOVUK_10126,Roderick Drummond
5001,UKGOVUK_26055,Rory Stewart
5002,UKGOVUK_22907,Ros Altmann
5003,UKGOVUK_28787,Ros Lynch
5004,UKGOVUK_10097,Ruth  Owen
5005,UKGOVUK_8775,Sajid Javid MP
5006,UKGOVUK_34805,Sally Collier
5007,UKGOVUK_13326,Sam Gyimah MP
5008,UKGOVUK_33263,Sarah Albon
5009,UKGOVUK_22908,Sarah Atkinson
5010,UKGOVUK_34751,Sarah Cooke
5011,UKGOVUK_8909,Scott Wightman
5012,UKGOVUK_25761,Sean Harford
5013,UKGOVUK_13464,Sir Sebastian Wood KCMG
5014,UKGOVUK_8781,Shailesh Vara MP
8408,UKGOVUK_35192,Further education funding
8430,UKGOVUK_35216,Maths (key stage 2)
8432,UKGOVUK_35218,GCSE subject content and requirements
8443,UKGOVUK_35229,"Cma cases with the following case types: ca98 and civil cartels, competition disqualification, mergers, and consumer enforcement"
8444,UKGOVUK_35230,Adult education funding
8454,UKGOVUK_35240,Keeping farmed animals: Cattle deaths
2874,UKGOVUK_33135,"Announcements related to Department for Environment, Food & Rural Affairs and Business and enterprise"
5015,UKGOVUK_10131,Simon Featherstone CMG
5016,UKGOVUK_12069,Sir Simon Fraser
5017,UKGOVUK_8504,Simon Hughes MP
5018,UKGOVUK_32167,Simon Kirby MP
5019,UKGOVUK_32444,Mr Simon Shercliff OBE
5020,UKGOVUK_32389,Admiral Sir Philip Jones KCB ADC
5021,UKGOVUK_10088,Stephen Crabb MP
5022,UKGOVUK_34178,Stephen Lillie
5023,UKGOVUK_10054,Stephen Lovegrove
5024,UKGOVUK_8745,Stephen  Williams MP
5025,UKGOVUK_10050,Steve Webb MP
5026,UKGOVUK_31064,Sue Husband
5027,UKGOVUK_27095,Baroness Williams of Trafford
5028,UKGOVUK_8687,The Rt Hon Theresa May MP
5029,UKGOVUK_10083,The Rt Hon Theresa Villiers MP
5030,UKGOVUK_32597,Thérèse Coffey MP
5031,UKGOVUK_13044,Tobias Ellwood MP
5032,UKGOVUK_13792,Tony Porter
5033,UKGOVUK_26031,Tracey Crouch MP
5034,UKGOVUK_10059,Una O'Brien CB
5035,UKGOVUK_10082,Ursula Brennan
5036,UKGOVUK_33007,"Vicki  Treadell  CMG, MVO"
5037,UKGOVUK_10021,The Rt Hon Dr Vince Cable MP
5039,UKGOVUK_13147,William  Shawcross
5040,UKGOVUK_2433,All publications about all topics by all organisations
5041,UKGOVUK_30172,Publications related to Academy for Justice Commissioning
5042,UKGOVUK_32578,"Transparency data related to Academy for Justice Commissioning, Children and young people and United Kingdom"
5043,UKGOVUK_27530,"Transparency data related to Academy for Justice Commissioning, Government efficiency, transparency and accountability and Ireland"
5044,UKGOVUK_30781,Publications related to Accelerated Access Review
8406,UKGOVUK_35190,Adult and community learning
8417,UKGOVUK_35202,School admissions
8433,UKGOVUK_35219,Exam regulation and administration
8487,UKGOVUK_35277,"Key stage 3 and 4 exam marking, qualifications and results"
2891,UKGOVUK_5981,"All announcements about Rural and countryside by Department for Environment, Food & Rural Affairs"
5045,UKGOVUK_12556,Publications related to Administration of Radioactive Substances Advisory Committee
5046,UKGOVUK_32171,Publications related to Administrative Court
5047,UKGOVUK_31664,Publications related to Admiralty Court and Transport
5048,UKGOVUK_29726,Impact assessments related to Advisory Committee on Animal Feedingstuffs
5049,UKGOVUK_22139,Publications related to Advisory Committee on Business Appointments
5050,UKGOVUK_30373,Corporate reports related to Advisory Committee on Business Appointments
5051,UKGOVUK_30505,Decisions related to Advisory Committee on Business Appointments
5052,UKGOVUK_34614,Transparency data related to Advisory Committee on Business Appointments
5053,UKGOVUK_2595,All publications about all topics by Advisory Committee on Clinical Excellence Awards
5054,UKGOVUK_3744,Statistics about all topics by Advisory Committee on Clinical Excellence Awards
5055,UKGOVUK_7789,Statistics about First World War Centenary by Advisory Committee on Clinical Excellence Awards
8407,UKGOVUK_35191,Careers guidance in further and higher education
9223,UKGOVUK_42874,Announcements related to Foreign affairs and Kenya
9225,UKGOVUK_42876,Transparency data related to Nuclear Decommissioning Authority
8425,UKGOVUK_35211,Early years data
8448,UKGOVUK_35234,Inspection of boarding and residential schools
8453,UKGOVUK_35239,Academy and academy trust finance and reporting
8457,UKGOVUK_35243,European Social Fund (ESF) and skills funding
8460,UKGOVUK_35246,"Cma cases with the following case types: competition disqualification, markets, mergers, regulatory references and appeals, and reviews of orders and undertakings"
8560,UKGOVUK_35371,School leadership
2913,UKGOVUK_2381,All announcements about International aid and development by Department for International Development
5056,UKGOVUK_29728,Impact assessments related to Advisory Committee on Novel Foods and Processes
5057,UKGOVUK_11700,Publications related to Advisory Committee on Releases to the Environment
5058,UKGOVUK_29727,Impact assessments related to Advisory Committee on Releases to the Environment
5059,UKGOVUK_3436,All publications about all topics by Advisory Council on the Misuse of Drugs
5060,UKGOVUK_4681,All consultations about all topics by Advisory Council on the Misuse of Drugs
5062,UKGOVUK_5916,Policy papers about National Health Service by Advisory Council on the Misuse of Drugs
5063,UKGOVUK_8402,Promotional material about Children and young people by Advisory Council on the Misuse of Drugs
5064,UKGOVUK_3285,All publications about Crime and policing by Advisory Council on the Misuse of Drugs
5065,UKGOVUK_12118,Publications related to Advisory Group on Military Medicine
5066,UKGOVUK_21738,Publications related to Advisory Panel on Public Sector Information
5067,UKGOVUK_30824,"International treaties related to Agri-Food and Biosciences Institute (Northern Ireland), Food and farming and Nigeria"
5068,UKGOVUK_11701,Publications related to Agriculture and Horticulture Development Board
5069,UKGOVUK_32617,All consultations related to Agriculture and Horticulture Development Board
5070,UKGOVUK_29729,Impact assessments related to Agriculture and Horticulture Development Board
5071,UKGOVUK_11675,Publications related to Agriculture and Horticulture Development Board and United Kingdom
5072,UKGOVUK_17933,Publications related to Air Accidents Investigation Branch
5074,UKGOVUK_28592,Publications related to Air Accidents Investigation Branch and United Kingdom
5076,UKGOVUK_5711,All consultations about all topics by Airports Commission
5077,UKGOVUK_8391,Promotional material about Business and enterprise by Airports Commission
5078,UKGOVUK_5624,Research and analysis about all topics by Airports Commission
5079,UKGOVUK_7719,Transparency data about all topics by Airports Commission
5080,UKGOVUK_29550,Publications related to Animal and Plant Health Agency
5081,UKGOVUK_28586,All consultations related to Animal and Plant Health Agency
5082,UKGOVUK_34259,Publications related to Animal and Plant Health Agency and United Kingdom
5083,UKGOVUK_11830,Publications related to Animal Health and Veterinary Laboratories Agency
5084,UKGOVUK_22972,Forms related to Animal Health and Veterinary Laboratories Agency
5085,UKGOVUK_11831,Statistics related to Animal Health and Veterinary Laboratories Agency
8409,UKGOVUK_35193,Local authority schools funding
8413,UKGOVUK_35197,Schools forums
2989,UKGOVUK_2771,All announcements about Climate change by Department of Energy & Climate Change
3002,UKGOVUK_2382,All announcements about all topics by Department of Health and Social Care
5086,UKGOVUK_5507,All publications about all topics by Animals in Science Committee
5087,UKGOVUK_12082,Publications related to Armed Forces' Pay Review Body
5088,UKGOVUK_27654,Publications related to Arts and Humanities Research Council
5089,UKGOVUK_21723,Publications related to Arts Council England
5090,UKGOVUK_4409,All publications about all topics by Attorney General's Office
5091,UKGOVUK_13486,All consultations related to Attorney General's Office
5092,UKGOVUK_4112,Consultations about Law and the justice system by Attorney General's Office
5093,UKGOVUK_4271,Correspondence about Arts and culture by Attorney General's Office
5094,UKGOVUK_4362,Correspondence about Business and enterprise by Attorney General's Office
5095,UKGOVUK_30028,"FOI releases related to Attorney General's Office, Local government and USA"
5096,UKGOVUK_4731,Guidance about Borders and immigration by Attorney General's Office
5097,UKGOVUK_4068,"Impact assessments about Government efficiency, transparency and accountability by Attorney General's Office"
5098,UKGOVUK_3672,Policy papers about Arts and culture by Attorney General's Office
5099,UKGOVUK_3056,Policy papers about Crime and policing by Attorney General's Office
5100,UKGOVUK_31016,Publications related to Attorney General's Office and Anti-Corruption Summit: London 2016
5101,UKGOVUK_12961,Publications related to Audit Commission
5103,UKGOVUK_29957,All consultations related to Bank of England
5104,UKGOVUK_33822,All consultations related to Bank of England and Financial services
5106,UKGOVUK_12430,Publications related to BBC
5107,UKGOVUK_34051,"Transparency data related to BBC, Community and society and Ethiopia"
5109,UKGOVUK_8767,Publications related to Behavioural Insights Team
5110,UKGOVUK_11043,Publications related to Behavioural Insights Team and Energy
5112,UKGOVUK_26912,Publications related to Big Lottery Fund
5113,UKGOVUK_33002,"Publications related to Big Lottery Fund, Further education and skills and United Kingdom"
5114,UKGOVUK_29826,Publications related to Biometrics Commissioner
5115,UKGOVUK_33867,Publications related to Biotechnology and Biological Sciences Research Council
5116,UKGOVUK_11022,Publications related to Bona Vacantia
5117,UKGOVUK_12057,Publications related to Border Force
3026,UKGOVUK_26888,Announcements related to Department of Health and Social Care and Transport
3030,UKGOVUK_2571,All announcements about all topics by Deputy Prime Minister's Office
5118,UKGOVUK_26814,Publications related to Border Force and Borders and immigration
5119,UKGOVUK_18441,Publications related to Boundary Commission for England
5120,UKGOVUK_20425,Publications related to British Council
5121,UKGOVUK_6386,All publications about all topics by British Hallmarking Council
5122,UKGOVUK_8400,Forms about Defence and armed forces by British Hallmarking Council
5123,UKGOVUK_20424,Publications related to British Library
5124,UKGOVUK_20417,All consultations related to British Library
5125,UKGOVUK_20422,Publications related to British Museum
5126,UKGOVUK_26369,Publications related to British Pharmacopoeia Commission and National Health Service
5127,UKGOVUK_26483,Publications related to British Transport Police Authority
5128,UKGOVUK_5530,All publications about all topics by Building Regulations Advisory Committee
5129,UKGOVUK_11806,"Guidance related to Building Regulations Advisory Committee, Environment and United Kingdom"
5130,UKGOVUK_7229,All publications about Transport by Building Regulations Advisory Committee
5131,UKGOVUK_2259,All publications about all topics by Cabinet Office
5132,UKGOVUK_3945,Consultations about all topics by Cabinet Office
5133,UKGOVUK_18717,All consultations related to Cabinet Office and Community and society
5134,UKGOVUK_34991,Decisions related to Cabinet Office
5135,UKGOVUK_12338,FOI releases related to Cabinet Office
5136,UKGOVUK_7857,Guidance about all topics by Cabinet Office
5137,UKGOVUK_30443,Guidance related to Cabinet Office and Europe
5138,UKGOVUK_7758,"Guidance about Government efficiency, transparency and accountability by Cabinet Office"
5139,UKGOVUK_30423,Guidance related to Cabinet Office and Government spending
5140,UKGOVUK_7167,Guidance about Public safety and emergencies by Cabinet Office
5142,UKGOVUK_3467,Policy papers about all topics by Cabinet Office
5143,UKGOVUK_32177,Policy papers related to Cabinet Office and Business and enterprise
5144,UKGOVUK_3101,"Policy papers about Government efficiency, transparency and accountability by Cabinet Office"
5145,UKGOVUK_7744,Policy papers about Government spending by Cabinet Office
5146,UKGOVUK_4194,Policy papers about Local government by Cabinet Office
8822,UKGOVUK_35732,Law and the justice system: Forced marriage
3059,UKGOVUK_10821,Announcements related to Education and Education and Skills Funding Agency
3065,UKGOVUK_28156,Announcements related to Employment Tribunal
5147,UKGOVUK_11802,Policy papers related to Cabinet Office and National security
5148,UKGOVUK_3716,Research and analysis about all topics by Cabinet Office
5150,UKGOVUK_2601,Statistics about Community and society by Cabinet Office
5151,UKGOVUK_11738,Transparency data related to Cabinet Office
5153,UKGOVUK_30551,Publications related to Cabinet Office and Business and enterprise
5154,UKGOVUK_31688,Publications related to Cabinet Office and Children and young people
5155,UKGOVUK_12181,Publications related to Cabinet Office and Community and society
5156,UKGOVUK_27858,Publications related to Cabinet Office and Employment
5157,UKGOVUK_6296,All publications about Energy by Cabinet Office
5158,UKGOVUK_12408,Publications related to Cabinet Office and Environment
5159,UKGOVUK_7428,All publications about Europe by Cabinet Office
5160,UKGOVUK_2412,All publications about Further education and skills by Cabinet Office
5161,UKGOVUK_4593,"All publications about Government efficiency, transparency and accountability by Cabinet Office"
5162,UKGOVUK_27895,Publications related to Cabinet Office and Government spending
5163,UKGOVUK_2413,All publications about Higher education by Cabinet Office
5164,UKGOVUK_12198,Publications related to Cabinet Office and National Health Service
5165,UKGOVUK_12918,Publications related to Cabinet Office and National security
5166,UKGOVUK_6295,All publications about Planning and building by Cabinet Office
5167,UKGOVUK_3887,All publications about Regulation reform by Cabinet Office
5168,UKGOVUK_28247,Publications related to Cabinet Office and Schools
5169,UKGOVUK_6297,All publications about Science and innovation by Cabinet Office
5170,UKGOVUK_27082,Publications related to Cabinet Office and Scotland
5171,UKGOVUK_31687,Publications related to Cabinet Office and Social care
5172,UKGOVUK_11835,Publications related to Cabinet Office and United Kingdom
5173,UKGOVUK_20026,Publications related to Care Quality Commission
5174,UKGOVUK_12744,All consultations related to Care Quality Commission
8423,UKGOVUK_35209,Dance and drama funding for 16 to 19 year olds
3043,UKGOVUK_7832,All announcements about Transport by Driver and Vehicle Licensing Agency
3067,UKGOVUK_19758,Announcements related to English Heritage
5175,UKGOVUK_33084,Research and analysis related to Care Quality Commission
5176,UKGOVUK_34972,"Publications related to Care Quality Commission, National Health Service and United Kingdom"
5177,UKGOVUK_33557,Publications related to Care Quality Commission and Public health
5178,UKGOVUK_28749,Publications related to Careers Wales
5179,UKGOVUK_28301,Publications related to Central Arbitration Committee
5180,UKGOVUK_13062,All consultations related to Central Arbitration Committee
5181,UKGOVUK_13224,Publications related to Centre for Defence Enterprise
5182,UKGOVUK_13222,Publications related to Centre for Defence Enterprise and Business and enterprise
5183,UKGOVUK_13223,Publications related to Centre for Defence Enterprise and Defence and armed forces
5184,UKGOVUK_11703,"Publications related to Centre for Environment, Fisheries and Aquaculture Science"
5185,UKGOVUK_28588,"All consultations related to Centre for Environment, Fisheries and Aquaculture Science"
5186,UKGOVUK_34817,"Publications related to Centre for Environment, Fisheries and Aquaculture Science and United Kingdom"
5187,UKGOVUK_10827,Publications related to Centre for the Protection of National Infrastructure
5188,UKGOVUK_25826,Guidance related to Certification Officer
5189,UKGOVUK_10826,Publications related to CESG
5190,UKGOVUK_11933,Guidance related to CESG
5191,UKGOVUK_12421,Guidance related to CESG and National security
5192,UKGOVUK_18768,Policy papers related to CESG and National security
5193,UKGOVUK_19127,Publications related to CESG and National security
5194,UKGOVUK_13240,Publications related to The Charity Commission
5195,UKGOVUK_13063,All consultations related to The Charity Commission
5196,UKGOVUK_32224,All consultations related to The Charity Commission and United Kingdom
5197,UKGOVUK_22221,Corporate reports related to The Charity Commission
5198,UKGOVUK_17449,Decisions related to The Charity Commission
5199,UKGOVUK_13450,Guidance related to The Charity Commission
5200,UKGOVUK_32225,Guidance related to The Charity Commission and United Kingdom
5201,UKGOVUK_34577,Research and analysis related to The Charity Commission
5202,UKGOVUK_31551,Transparency data related to The Charity Commission and UK and the Commonwealth
3035,UKGOVUK_3099,All announcements about Employment by Disclosure and Barring Service
3073,UKGOVUK_11725,Announcements related to Environment Agency and Environment
5203,UKGOVUK_31503,Publications related to The Charity Commission and UK and the Commonwealth
5204,UKGOVUK_33160,Publications related to The Charity Commission and United Kingdom
5205,UKGOVUK_11133,Publications related to Chief Fire and Rescue Adviser
5206,UKGOVUK_11936,Publications related to Cafcass
5207,UKGOVUK_13061,All consultations related to Cafcass
5208,UKGOVUK_18111,Publications related to Civil Aviation Authority
5209,UKGOVUK_11115,All consultations related to Civil Aviation Authority
5210,UKGOVUK_30641,"FOI releases related to Civil Aviation Authority, Transport and United Kingdom"
5213,UKGOVUK_33106,"Publications related to Civil Aviation Authority, Public safety and emergencies and United Kingdom"
5214,UKGOVUK_32173,Publications related to Civil Justice Council
5216,UKGOVUK_33452,"Publications related to Civil Justice Council, Law and the justice system and UK and the Commonwealth"
5217,UKGOVUK_26878,Publications related to Civil Nuclear Constabulary
5218,UKGOVUK_32329,Research and analysis related to Civil Nuclear Constabulary and Trade and investment
5219,UKGOVUK_28418,Publications related to Civil Nuclear Police Authority
5220,UKGOVUK_5545,All publications about all topics by Civil Procedure Rule Committee
5221,UKGOVUK_29735,All consultations related to Civil Procedure Rule Committee
5222,UKGOVUK_8429,Correspondence about Financial services by Civil Procedure Rule Committee
5223,UKGOVUK_12563,Publications related to Civil Service
